# Alessia Stocco, Cosimo Botticelli, Giulia Tumminello
# PlusUltra
# ML-CUP25 v1
# 03 Jan 2026
1,-6.346244,1.587887,0.429887,-13.299311
2,-10.350788,-7.675674,-26.699635,27.737531
3,2.162641,-3.138475,0.617616,14.203863
4,-12.384609,-3.652650,-26.863664,10.964848
5,18.820453,0.727896,-19.174693,28.668287
6,2.932338,-1.431249,8.002449,-4.887284
7,-10.015568,-11.350040,-24.093607,32.820111
8,-2.745729,1.955943,11.272836,-6.438897
9,8.569207,-6.886922,18.353902,-21.270822
10,-5.679489,-3.321138,6.219174,-3.858964
11,-11.767009,2.689934,15.678400,-20.476642
12,9.610835,-8.314381,10.576639,-25.170078
13,0.211645,6.879833,13.343804,-14.405338
14,3.226373,-1.555258,6.067857,-6.047695
15,-0.248198,-1.734136,-7.959872,9.109024
16,2.699045,-5.119170,16.115418,-19.846118
17,-20.414633,5.673459,-22.953565,20.011739
18,1.862633,0.863831,2.513775,-12.331346
19,9.571936,14.134577,-9.845648,17.844425
20,-7.225842,5.447706,18.101649,-16.710114
21,17.504002,10.782052,-22.514873,26.593312
22,-3.940592,4.548759,7.302795,-7.509998
23,15.977052,1.104849,14.207938,-16.257576
24,-12.192843,-0.759168,-23.948729,13.725005
25,-9.268742,-5.374377,20.916442,-20.844882
26,-9.354891,-3.580520,-34.576885,23.330305
27,16.232605,2.960204,26.311096,0.532990
28,-8.122423,-1.812933,2.632555,-6.776058
29,3.145456,-7.319389,15.677675,-22.254020
30,-28.230440,6.540878,-35.746312,20.238858
31,-5.824277,-2.272757,15.072872,-22.462342
32,6.941839,-13.357087,-22.437413,32.830998
33,-5.119213,5.919958,-10.176558,9.687284
34,-0.951014,10.450855,-28.038670,23.840212
35,-3.840917,3.758404,-26.252555,31.841869
36,13.931093,-6.300432,24.561492,-13.693891
37,-1.482146,1.736562,1.992862,-13.123571
38,10.268514,-14.411566,-24.332173,30.853569
39,13.075851,-3.162042,-24.408317,25.017512
40,4.890336,-0.331986,-27.485460,16.290675
41,-13.218404,11.616825,-21.881830,23.423603
42,13.366689,-2.179788,22.111668,-16.041931
43,12.303623,-11.073868,17.009292,-22.274684
44,-7.441014,11.632816,-28.683275,21.077254
45,5.517733,2.262227,-15.751457,24.004173
46,-5.262592,-2.558713,-27.205937,31.592502
47,6.650698,2.368808,19.684212,-12.017985
48,10.023966,-2.673468,-27.641180,27.097726
49,-4.142095,2.174680,13.812768,-20.532601
50,-10.945921,1.208289,-19.926596,18.436274
51,12.785615,4.524758,-19.805615,27.312689
52,-29.606079,9.609714,-31.144843,29.656727
53,-3.976092,-3.538401,18.129262,-24.562194
54,0.717494,-7.120579,-19.703760,30.439128
55,-5.724867,-0.567783,6.639560,-9.937970
56,6.071583,-9.459701,-23.554544,26.023765
57,10.596163,-8.479604,-27.319393,28.470982
58,12.226819,-3.372669,18.377325,-16.170830
59,15.603960,-5.611560,-24.065756,28.636555
60,4.902590,-6.770234,-23.641662,25.973997
61,-23.912147,-4.074588,-16.069159,18.907025
62,-9.546245,-1.844543,17.006329,-18.696183
63,7.726921,-10.598408,22.073689,-20.039886
64,8.548360,-9.552927,16.047629,-23.586158
65,-10.733645,-2.463389,16.741158,-20.414521
66,8.153103,-15.553141,17.614553,-22.209401
67,-23.110904,-6.972946,-29.342939,26.330139
68,9.611686,-7.015020,22.963667,-15.638440
69,-12.795845,5.073118,-23.229516,23.816634
70,-11.320762,4.702372,14.183343,-20.726247
71,-7.885899,4.212119,16.474390,-16.416746
72,0.010432,0.314258,3.105735,-4.553335
73,-2.892532,-1.192097,-4.763697,16.286325
74,4.573981,-18.681658,20.759172,-23.862461
75,17.231432,3.172985,-19.491850,34.608074
76,7.255713,11.092278,-6.526604,10.498050
77,7.534918,2.824762,21.353475,-13.461809
78,-6.402857,4.964096,-17.585124,20.304165
79,-8.702170,-4.034114,-11.431542,15.587860
80,8.080033,-9.654891,22.416439,-16.912952
81,11.957232,-5.865031,21.125550,-18.928836
82,3.732965,-16.396545,-21.752883,29.978092
83,0.499817,1.578818,19.626722,-14.076648
84,-15.928225,-6.943046,-15.714775,24.594208
85,13.427620,-1.955696,18.029009,-9.129652
86,-1.214420,-1.380701,13.681319,-8.945799
87,-5.151462,-2.227392,-8.332922,18.346087
88,-13.114091,-6.245976,-25.060900,30.962831
89,12.376977,-0.717328,12.980823,-8.864364
90,-25.734368,-2.539865,-34.219528,21.633391
91,10.427286,-6.141890,13.654681,-22.843420
92,-6.934416,2.048600,-11.560946,11.092535
93,-6.982043,-3.358672,9.949935,-16.983051
94,-12.892347,-3.159559,-24.059061,23.500728
